,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,2,3,4,5,6,7,,,,,,,,1,2,3,4,5,6,7,,,,
,,p/n^2,1/m,m/p,p/N,N,p,m,T_F,,,,,,,p/n^2,1/m,m/p,p/n,N,p,m,T_CsF,,,
,,,x5           3.475e-03  6.916e-04   5.024 2.04e-06 ***,,,,,,,,,,,,,x5            0.003553   0.000687   5.172 1.09e-06 ***,,,,,,,,,,
,,,x7          -1.819e-01  5.502e-03 -33.062  < 2e-16 ***,,,,,,,,,,,,,x7           -0.183627   0.005465 -33.600  < 2e-16 ***,,,,,,,,,,
,,,---,,,,,,,,,,,,,---,,,,,,,,,,
,,,Signif. codes:  0 ¡®***¡¯ 0.001 ¡®**¡¯ 0.01 ¡®*¡¯ 0.05 ¡®.¡¯ 0.1 ¡® ¡¯ 1,,,,,,,,,,,,,Signif. codes:  0 ¡®***¡¯ 0.001 ¡®**¡¯ 0.01 ¡®*¡¯ 0.05 ¡®.¡¯ 0.1 ¡® ¡¯ 1,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Residual standard error: 0.2137 on 107 degrees of freedom,,,,,,,,,,,,,Residual standard error: 0.2123 on 107 degrees of freedom,,,,,,,,,,
,,,"Multiple R-squared:  0.9335,    Adjusted R-squared:  0.9311 ",,,,,,,,,,,,,"Multiple R-squared:  0.9423,    Adjusted R-squared:  0.9402 ",,,,,,,,,,
,,,"F-statistic: 375.8 on 4 and 107 DF,  p-value: < 2.2e-16",,,,,,,,,,,,,"F-statistic: 436.9 on 4 and 107 DF,  p-value: < 2.2e-16",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,x1,x2,x3,x4,x5,x6,x7,,,,,,,,x1,x2,x3,x4,x5,x6,x7,,,,
,,p/N^2,1/m,m/p,p/N,N,p,m,,,,,,,,p/N^2,1/m,m/p,p/N,N,p,m,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
